id,toy_description_id,name,price,image,quantity
502,502,Interactive Learning Tablet Pro Plus,38.75,interactive_learning_tablet_pro_plus.jpg,15
503,503,Astronaut Explorer Space Station,33.95,astronaut_explorer_space_station.jpg,20
504,504,Puppy Playtime Plush Haven,20.5,puppy_playtime_plush_haven.jpg,25
505,505,DIY Creative Crafty Corner,35.99,diy_creative_crafty_corner.jpg,25
506,506,Spy Master Secret Agent Kit,22.99,spy_master_secret_agent_kit.jpg,15
507,507,Undersea Adventure Submarine,39.99,undersea_adventure_submarine.jpg,18
508,508,Alphabet Exploration Letter Blocks,25.5,alphabet_exploration_letter_blocks.jpg,30
509,509,Retro Arcade Gamer Vault,42.5,retro_arcade_gamer_vault.jpg,20
510,510,Magic Rainbow Adventure Kit,29.99,magic_rainbow_adventure_kit.jpg,20
511,511,Space Explorer Discovery Telescope,35.95,space_explorer_discovery_telescope.jpg,15
512,512,Enchanted Garden Fairy Lab,27.5,enchanted_garden_fairy_lab.jpg,25
513,513,Dino Excavation Expedition,22.75,dino_excavation_expedition.jpg,30
514,514,Fantasy Castle Building Blocks,32.5,fantasy_castle_building_blocks.jpg,15
515,515,Harmony Melody Music Keyboard,36.99,harmony_melody_music_keyboard.jpg,25
516,516,Wild West Adventure Cowboy Set,31.5,wild_west_adventure_cowboy_set.jpg,20
517,517,Robotic Coding Quest Lab,45.5,robotic_coding_quest_lab.jpg,18
518,518,Soccer Pro Training Masterclass,22.99,soccer_pro_training_masterclass.jpg,15
519,519,Robot Explorer Space Adventure,34.95,robot_explorer_space_adventure.jpg,18
520,520,Artistic Masterpiece Easel Studio,28.99,artistic_masterpiece_easel_studio.jpg,25
521,521,Farmyard Friends Plush Wonderland,19.75,farmyard_friends_plush_wonderland.jpg,30
522,522,Smart Science Discovery Lab,42.99,smart_science_discovery_lab.jpg,20
523,523,Princess Palace Tea Fantasy Set,28.5,princess_palace_tea_fantasy_set.jpg,25
524,524,Racing Champion Turbo Speedway,37.25,racing_champion_turbo_speedway.jpg,18
525,525,Robotics Engineer Innovation Lab,33.95,robotics_engineer_innovation_lab.jpg,20
526,526,Pet Vet Animal Rescue Clinic,26.5,pet_vet_animal_rescue_clinic.jpg,15
527,527,Fairy Tale Storybook Adventures,22.99,fairy_tale_storybook_adventures.jpg,30
528,528,Dinosaur Safari Jeep Expedition,29.75,dinosaur_safari_jeep_expedition.jpg,25
529,529,Robot Racing Championship Set,39.99,robot_racing_championship_set.jpg,18
530,530,Frozen Ice Princess Castle,32.95,frozen_ice_princess_castle.jpg,20
531,531,Soccer Skills Kick Training Set,24.99,soccer_skills_kick_training_set.jpg,15
532,532,Space Odyssey Rocket Explorer,45.5,space_odyssey_rocket_explorer.jpg,18
533,533,Artistic Crafty Creations Kit,26.75,artistic_crafty_creations_kit.jpg,25
534,534,Rainbow Adventure Building Blocks,28.99,rainbow_blocks.jpg,20
535,535,Plush Jungle Explorer Kit,15.95,jungle_explorer_kit.jpg,30
536,536,Space Explorer Action Figures,32.99,space_explorer_figures.jpg,25
537,537,Smart Learning Tablet 2.0,42.95,learning_tablet_2.jpg,15
538,538,Robot Inventor Workshop,27.99,robot_inventor_workshop.jpg,25
539,539,Melodic Musical Symphony,29.5,musical_symphony.jpg,22
540,540,RC Turbo Racer Car,34.99,rc_turbo_car.jpg,12
541,541,Gentle Baby Rattle Trio,11.95,baby_rattle_trio.jpg,50
542,542,Imaginative Sculpting Set,22.75,sculpting_kit.jpg,28
543,543,Outdoor Adventure Sports Set,26.75,outdoor_sports_set.jpg,15
544,544,Kitchen Chef Cooking Set,49.5,chef_cooking_set.jpg,10
545,545,Hands-On Science Lab,37.75,science_lab.jpg,20
546,546,Strategic Chess Challenge,19.99,chess_challenge.jpg,18
547,547,RC Sky Explorer Helicopter,44.5,sky_explorer_helicopter.jpg,15
548,548,Bouncing Adventure Ball,13.75,adventure_bouncing_ball.jpg,40
549,549,Medical Professional Kit,18.99,medical_professional_kit.jpg,25
550,550,Wooden Railway Adventure,35.5,wooden_railway_adventure.jpg,15
551,551,Flexible Play Tunnel Galaxy,23.99,play_tunnel_galaxy.jpg,20
552,552,Vibrant Paper Craft Set,9.99,paper_craft_set.jpg,35
553,553,Wooden Puzzle Challenge,14.99,puzzle_challenge.jpg,30
554,554,Nature Explorer Discovery Kit,28.95,nature_discovery_kit.jpg,15
555,555,Plush Animal Puppet Theater,19.25,animal_puppet_theater.jpg,20
556,556,Soccer Challenge Goal Set,26.5,soccer_challenge_goal_set.jpg,18
557,557,Musical Piano Magic,36.99,musical_piano_magic.jpg,12
558,558,Adventure Galaxy Explorer Set,29.99,galaxy_explorer_set.jpg,20
559,559,Smart Little Architect Kit,34.99,little_architect_kit.jpg,25
560,560,Interactive Pet Vet Clinic,39.95,pet_vet_clinic.jpg,15
561,561,Dynamic Dance Party Mat,22.75,dance_party_mat.jpg,40
562,562,Mini Chef Cooking Playset,26.95,minichef_cooking_playset.jpg,18
563,563,Robot Coding Challenge,49.99,robot_coding_challenge.jpg,12
564,564,Creative Clay Sculpture Kit,18.49,clay_sculpture_kit.jpg,35
565,565,RC Off-Road Adventure Truck,34.5,offroad_adventure_truck.jpg,15
566,566,Miniature Garden Adventure,27.5,miniature_garden_adventure.jpg,15
567,567,Outdoor Explorer Camping Kit,31.99,outdoor_camping_kit.jpg,20
568,568,Artistic Painting Easel,39.95,artistic_painting_easel.jpg,12
569,569,Storybook Adventure Theater,22.99,storybook_adventure_theater.jpg,30
570,570,Magnetic Building Marvels,27.99,magnetic_building_marvels.jpg,20
571,571,Superhero Costume Extravaganza,32.75,superhero_costume_extravaganza.jpg,18
572,572,Medical Professional Play Kit,18.99,medical_professional_play_kit.jpg,25
573,573,Wooden Railway Expedition,35.5,wooden_railway_expedition.jpg,15
574,574,Animal Friends Shape Cube,14.25,animal_friends_shape_cube.jpg,30
575,575,Flexible Play Tunnel Safari,23.99,flexible_play_tunnel_safari.jpg,20
576,576,Colorful Paper Craft Kit,9.99,colorful_paper_craft_kit.jpg,35
577,577,Wizard's Magic Wand Set,15.75,wizards_magic_wand_set.jpg,25
578,578,Miniature Furniture Wonderland,12.99,miniature_furniture_wonderland.jpg,40
579,579,Space Odyssey Rocket Ship,42.5,space_odyssey_rocket_ship.jpg,10
580,580,Dynamic Rainbow Puzzle,18.99,rainbow_puzzle.jpg,25
581,581,Magical Adventure Castle,34.5,adventure_castle.jpg,15
582,582,Safari Explorer Binoculars,15.75,safari_binoculars.jpg,30
583,583,RoboCrafter Coding Kit,42.99,robocrafter_coding_kit.jpg,20
584,584,Enchanted Garden Tea Party,29.95,garden_tea_party.jpg,22
585,585,Explorer's Discovery Globe,23.5,discovery_globe.jpg,18
586,586,Superstar Karaoke Microphone,19.99,karaoke_microphone.jpg,25
587,587,Space Explorer Rocketship,39.5,explorer_rocketship.jpg,15
588,588,Artistic Expression Easel,27.99,expression_easel.jpg,20
589,589,Wildlife Rescue Playset,32.75,wildlife_rescue_playset.jpg,30
590,590,Construction Builder Toolbox,22.95,construction_toolbox.jpg,25
591,591,Rainbow Harmony Piano,36.5,rainbow_piano.jpg,18
592,592,Mystical Unicorn Carousel,31.99,unicorn_carousel.jpg,22
593,593,Adventure Seeker Backpack,19.25,seeker_backpack.jpg,25
594,594,Robot Friends Building Set,28.99,robot_building_set.jpg,15
595,595,Princess Enchantment Tiara,14.75,enchantment_tiara.jpg,40
596,596,Mini Athlete Sports Kit,24.5,athlete_sports_kit.jpg,20
597,597,Fantasy Dollhouse Wonderland,29.5,fantasy_dollhouse.jpg,15
598,598,Dynamic Building Block Tower,16.99,building_block_tower.jpg,30
599,599,Sweet Treats Baking Set,18.25,sweet_treats_baking_set.jpg,20
600,600,RC Speedster Race Car,44.95,rc_race_car.jpg,15
601,601,Animal Safari Puzzle Playmat,29.75,safari_playmat.jpg,20
602,602,Wizard's Potion Laboratory,25.99,potion_laboratory.jpg,25
603,603,Astronaut Spacewalk Simulator,37.5,spacewalk_simulator.jpg,18
604,604,Magical Garden Tea Set,19.95,garden_tea_set.jpg,25
605,605,Adventure Explorer Backpack,28.99,explorer_backpack.jpg,20
606,606,Enchanted Fairy Tale Castle,36.5,fairy_tale_castle.jpg,18
607,607,Enchanted Forest Adventure Set,29.95,forest_adventure_set.jpg,25
608,608,Space Explorer Rocket Ship,44.99,rocket_ship.jpg,20
609,609,Colorful Dream Catcher Kit,17.75,dream_catcher_kit.jpg,30
610,610,Mermaid Underwater Adventure,38.5,mermaid_adventure.jpg,18
611,611,Safari Wildlife Puzzle,14.25,wildlife_puzzle.jpg,25
612,612,Time Traveler's Adventure Clock,26.95,adventure_clock.jpg,20
613,613,Dragon Castle Playset,34.5,dragon_castle.jpg,15
614,614,Astronaut Spacewalk Backpack,22.99,spacewalk_backpack.jpg,30
615,615,Robotic Pet Companion,28.75,robotic_pet_companion.jpg,18
616,616,Artistic Galaxy Painting Kit,19.5,galaxy_painting_kit.jpg,25
617,617,Wild West Cowboy Adventure,32.95,western_adventure.jpg,15
618,618,Futuristic Space Station,49.75,space_station.jpg,12
619,619,Rainbow Unicorn Plush,24.99,unicorn_plush.jpg,20
620,620,Robot Soccer Championship,38.25,robot_soccer_championship.jpg,15
621,621,Princess Royal Carriage,42.99,royal_carriage.jpg,18
622,622,Interactive Zoo Safari,29.5,zoo_safari.jpg,25
623,623,Mystical Wizard Spellbook,16.25,wizard_spellbook.jpg,30
624,624,Dinosaur Fossil Expedition,33.99,fossil_expedition.jpg,20
625,625,Police Officer Role Play Set,26.5,police_role_play.jpg,25
626,626,Arctic Explorer Igloo Set,36.99,arctic_igloo.jpg,18
627,627,Jungle Safari Explorer Kit,22.5,jungle_safari_kit.jpg,25
628,628,Futuristic Robo Racing Car,29.75,robo_racing_car.jpg,30
629,629,Unicorn Princess Castle,38.25,unicorn_castle.jpg,18
630,630,Outdoor Explorer Binoculars,14.99,outdoor_binoculars.jpg,25
631,631,Enchanted Unicorn Plush,19.5,enchanting_unicorn.jpg,15
632,632,Mars Rover Exploration Vehicle,42.75,mars_rover.jpg,18
633,633,Creative Building Block Set,28.99,building_block_set.jpg,25
634,634,Wildlife Safari Jeep Adventure,36.5,safari_jeep.jpg,20
635,635,Mythical Dragon Egg Kit,21.75,dragon_egg_kit.jpg,30
636,636,Robot Battle Arena,48.5,robot_battle_arena.jpg,15
637,637,Interactive Solar System Globe,34.5,solar_system_globe.jpg,25
638,638,Construction Site Crane Truck,27.75,crane_truck.jpg,20
639,639,Fashion Designer Runway Set,39.99,fashion_designer_set.jpg,18
640,640,Outdoor Adventure Tent,32.5,outdoor_adventure_tent.jpg,15
641,641,Animal Rescue Helicopter,45.5,animal_rescue_helicopter.jpg,18
642,642,Fantasy Princess Jewelry Set,18.75,princess_jewelry_set.jpg,30
643,643,Interactive Weather Station,34.99,weather_station.jpg,20
644,644,Monster Truck Rally Set,29.5,monster_truck_rally.jpg,25
645,645,Dinosaur Explorer Backpack,22.75,dinosaur_backpack.jpg,18
646,646,Space Odyssey Telescope Kit,38.25,telescope_kit.jpg,15
647,647,Magical Unicorn Wand Set,24.5,unicorn_wand_set.jpg,25
648,648,Farmyard Friends Playset,28.95,farmyard_friends_playset.jpg,20
649,649,Solar-Powered Racing Car,19.75,solar_racing_car.jpg,25
650,650,Creative Storytelling Puppet Set,32.99,storytelling_puppet_set.jpg,18
651,651,Jungle Explorer Binoculars,14.5,jungle_binoculars.jpg,30
652,652,Police Patrol Motorcycle,26.25,police_motorcycle.jpg,15
653,653,Adventure Quest Board Game,29.95,adventure_quest_game.jpg,25
654,654,Robotics Engineer Kit,44.99,robotics_engineer_kit.jpg,20
655,655,Artistic Canvas Painting Set,17.75,canvas_painting_set.jpg,30
656,656,Superhero Action Figure Set,54.5,superhero_action_figures.jpg,15
657,657,Princess Royal Carriage Set,22.99,princess_royal_carriage.jpg,30
658,658,Dinosaur Fossil Expedition Kit,32.95,dinosaur_fossil_expedition_kit.jpg,15
659,659,Robot Builder Workshop Kit,29.5,robot_builder_workshop_kit.jpg,20
660,660,RoboCraze Robotics Kit,44.99,robo_craze_kit.jpg,20
661,661,Color Burst Art Studio,17.75,color_burst_art_studio.jpg,30
662,662,Superhero Training Camp,54.5,superhero_training_camp.jpg,15
663,663,Underwater Discovery Submarine,38.5,underwater_discovery_submarine.jpg,18
664,664,RoboTech Warriors Battle Pack,39.99,robotech_warriors_battle_pack.jpg,20
665,665,Ultimate Racing Drone Circuit,49.95,ultimate_racing_drone_circuit.jpg,15
666,666,Space Explorer Rocket Launcher,29.75,space_explorer_rocket_launcher.jpg,25
667,667,Construction Master Builder Set,34.5,construction_master_builder_set.jpg,22
668,668,DinoQuest Paleontology Kit,28.99,dinoquest_paleontology_kit.jpg,18
669,669,Superhero Command Center,42.95,superhero_command_center.jpg,15
670,670,Adventure Wilderness Survival Kit,26.5,adventure_wilderness_survival_kit.jpg,18
671,671,Robot Xtreme Battle Arena,59.99,robot_xtreme_battle_arena.jpg,12
672,672,MegaBuilder Construction Crane,36.75,megabuilder_construction_crane.jpg,20
673,673,FutureTech Inventor Lab,32.99,futuretech_inventor_lab.jpg,25
674,674,DinoRangers Action Figure Set,22.5,dinorangers_action_figure_set.jpg,30
675,675,Rocket Launch Command Center,45.25,rocket_launch_command_center.jpg,20
676,676,TechGadget Explorer Kit,27.5,techgadget_explorer_kit.jpg,25
677,677,Wildlife Safari Adventure Jeep,38.5,wildlife_safari_adventure_jeep.jpg,15
678,678,Ultimate Ninja Warrior Training Set,54.99,ultimate_ninja_warrior_training_set.jpg,12
679,679,Futuristic Space Explorer Helmet,19.75,futuristic_space_explorer_helmet.jpg,25
680,680,SuperSpeed Racing Track Set,29.99,superspeed_racing_track_set.jpg,18
681,681,Rocket Scientist Laboratory Kit,36.25,rocket_scientist_laboratory_kit.jpg,15
682,682,Space Odyssey Astronaut Suit,34.99,space_odyssey_astronaut_suit.jpg,25
683,683,RoboBuilders Construction Kit,42.95,robobuilders_construction_kit.jpg,18
684,684,MasterChef Junior Cooking Set,28.5,masterchef_junior_cooking_set.jpg,20
685,685,Racing Legends Slot Car Track,49.99,racing_legends_slot_car_track.jpg,15
686,686,Future Inventors Robotics Lab,54.75,future_inventors_robotics_lab.jpg,12
687,687,Soccer Pro Training Kit,32.25,soccer_pro_training_kit.jpg,25
688,688,Animal Safari Jeep Expedition,37.5,animal_safari_jeep_expedition.jpg,18
689,689,DinoQuest Explorer Backpack,28.99,dinoquest_explorer_backpack.jpg,20
690,690,Ultimate Spy Agent Kit,45.5,ultimate_spy_agent_kit.jpg,15
691,691,MegaRacer Turbo RC Car,39.95,megaracer_turbo_rc_car.jpg,18
692,692,Extreme Skateboard Stunt Set,29.75,extreme_skateboard_stunt_set.jpg,25
693,693,Starship Commander Laser Tag Set,54.99,starship_commander_laser_tag_set.jpg,12
694,694,Junior Mechanics Tool Set,26.5,junior_mechanics_tool_set.jpg,20
695,695,High-Speed Racing Drone,59.99,high_speed_racing_drone.jpg,15
696,696,Sci-Fi Explorer Space Rover,42.75,sci_fi_explorer_space_rover.jpg,18
697,697,Future Aviator Pilot Helmet,19.25,future_aviator_pilot_helmet.jpg,30
698,698,Adventure Camouflage Tent,32.99,adventure_camouflage_tent.jpg,20
699,699,Dynamic Soccer Ball Set,27.5,dynamic_soccer_ball_set.jpg,25
700,700,Survival Skills Outdoor Kit,39.95,survival_skills_outdoor_kit.jpg,18
701,701,Science Explorer Microscope Kit,34.5,science_explorer_microscope_kit.jpg,15
702,702,DinoAdventures Explorer Set,38.75,dinoadventures_explorer_set.jpg,20
703,703,Superhero Training Academy Set,42.99,superhero_training_academy_set.jpg,15
704,704,Space Explorer Jetpack,35.25,space_explorer_jetpack.jpg,18
705,705,Rocket Launch Science Kit,29.99,rocket_launch_science_kit.jpg,20
706,706,Junior Magician Magic Set,26.99,junior_magician_magic_set.jpg,30
707,707,RoboRacers Turbo RC Cars,47.95,roboracers_turbo_rc_cars.jpg,20
708,708,DinoDiscovery Fossil Excavation Kit,29.5,dinodiscovery_fossil_excavation_kit.jpg,25
709,709,Mission Mars Space Explorer Set,39.99,mission_mars_space_explorer_set.jpg,18
710,710,AeroBuilder Airplane Construction Set,34.5,aerobuilder_airplane_construction_set.jpg,20
711,711,Wildlife Safari Animal Figures,28.99,wildlife_safari_animal_figures.jpg,25
712,712,Future Firefighter Water Blaster,32.25,future_firefighter_water_blaster.jpg,18
713,713,Starship Galaxy Space Station,42.75,starship_galaxy_space_station.jpg,15
714,714,Soccer Star Kick Trainer,27.5,soccer_star_kick_trainer.jpg,25
715,715,Sci-Fi Laser Battle Set,49.99,sci_fi_laser_battle_set.jpg,12
716,716,Junior Coding Robot Kit,38.75,junior_coding_robot_kit.jpg,20
717,717,Racing Legends Toy Car Collection,33.5,racing_legends_toy_car_collection.jpg,25
718,718,Extreme Skateboard Ramp Set,26.5,extreme_skateboard_ramp_set.jpg,30
719,719,Space Cadet Rocket Launcher,35.25,space_cadet_rocket_launcher.jpg,18
720,720,Fantasy Knight Castle Playset,29.99,fantasy_knight_castle_playset.jpg,20
721,721,WonderBuilder Marble Run Maze,36.99,wonderbuilder_marble_run_maze.jpg,18
722,722,Outdoor Explorer Telescope,19.25,outdoor_explorer_telescope.jpg,30
723,723,Future Architect Building Blocks,32.99,future_architect_building_blocks.jpg,25
724,724,Master Mechanic Tool Workshop,27.5,master_mechanic_tool_workshop.jpg,25
725,725,Adventure Time Compass Watch,24.99,adventure_time_compass_watch.jpg,30
726,726,Ultimate Ninja Warrior Obstacle Course,42.5,ultimate_ninja_warrior_obstacle_course.jpg,18
727,727,Mars Rover Remote Control Car,39.95,mars_rover_remote_control_car.jpg,20
728,728,Sci-Fi Battle Robot Fighters,44.99,sci_fi_battle_robot_fighters.jpg,15
729,729,Speed Racer Turbo Track Set,33.75,speed_racer_turbo_track_set.jpg,20
730,730,Dino Excavation Adventure Kit,28.5,dino_excavation_adventure_kit.jpg,25
731,731,Astronaut Space Mission Set,36.99,astronaut_space_mission_set.jpg,18
732,732,Electric Guitar Rockstar Kit,39.95,electric_guitar_rockstar_kit.jpg,30
733,733,Jungle Expedition Safari Kit,24.75,jungle_expedition_safari_kit.jpg,25
734,734,Construction Engineer Building Set,32.5,construction_engineer_building_set.jpg,20
735,735,Fireman Rescue Water Hose,31.25,fireman_rescue_water_hose.jpg,18
736,736,Galactic Starship Command Center,44.75,galactic_starship_command_center.jpg,15
737,737,Street Soccer Freestyle Ball,26.5,street_soccer_freestyle_ball.jpg,25
738,738,Robotic Engineer Experiment Kit,29.95,robotic_engineer_experiment_kit.jpg,20
739,739,Race Car Driver Helmet Set,48.99,race_car_driver_helmet_set.jpg,12
740,740,Junior Scientist Chemistry Lab,37.75,junior_scientist_chemistry_lab.jpg,20
741,741,Speedway Legends Die-Cast Cars,33.5,speedway_legends_die_cast_cars.jpg,25
742,742,Skateboard Trick Master Ramp,26.99,skateboard_trick_master_ramp.jpg,30
743,743,Galactic Explorer Rocket Set,35.25,galactic_explorer_rocket_set.jpg,18
744,744,Medieval Knight Castle Playset,29.99,medieval_knight_castle_playset.jpg,20
745,745,Rollercoaster Marble Run Maze,36.99,rollercoaster_marble_run_maze.jpg,18
746,746,Stargazer Telescope Exploration,19.25,stargazer_telescope_exploration.jpg,30
747,747,Futuristic Builder Block Set,32.99,futuristic_builder_block_set.jpg,25
748,748,Master Inventor Science Lab,27.5,master_inventor_science_lab.jpg,25
749,749,Adventurer's Compass Wristwatch,24.99,adventurers_compass_wristwatch.jpg,30
750,750,Ninja Warrior Challenge Obstacle,42.5,ninja_warrior_challenge_obstacle.jpg,18
